Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
1.09854 0.755102 1.51421 2.83475 157.082 0.241189 0.242499 2.09194 0.986845 6.55299
1.09854 0.77551 1.41897 2.65646 164.924 0.241258 0.242568 2.06252 0.982982 6.65478
1.09854 0.795918 1.32753 2.48527 173.373 0.241368 0.242679 2.03914 0.979445 6.75301
1.09854 0.816327 1.23963 2.32072 182.514 0.241494 0.242805 2.01353 0.976212 6.84485
1.09854 0.836735 1.15509 2.16245 192.443 0.241666 0.242978 1.99038 0.972858 6.94525
1.09854 0.857143 1.07371 2.01009 203.283 0.241866 0.243178 1.96678 0.969415 7.0478
1.09854 0.877551 0.995316 1.86333 215.176 0.242096 0.243409 1.94688 0.966524 7.13624
1.09854 0.897959 0.919757 1.72188 228.302 0.242358 0.243672 1.92452 0.963265 7.24035
1.09854 0.918367 0.846878 1.58544 242.884 0.242643 0.243959 1.90514 0.960657 7.33184
1.09854 0.938776 0.776523 1.45373 259.208 0.242967 0.244283 1.88423 0.957773 7.42485
1.09854 0.959184 0.708583 1.32654 277.633 0.243317 0.244635 1.86696 0.955178 7.51747
1.09854 0.979592 0.642911 1.2036 298.642 0.24369 0.245009 1.84944 0.952513 7.61281
1.09854 1 0.579417 1.08473 322.865 0.244092 0.245413 1.83352 0.950022 7.70593
1.1514 0 16.105 30.1501 26.6714 0.268131 0.269535 5.77391 1.39471 1.97335
1.1514 0.0204082 14.6197 27.3696 28.6788 0.266164 0.267562 5.43189 1.36334 2.10396
1.1514 0.0408163 13.3464 24.9858 30.7073 0.264309 0.2657 5.12556 1.3348 2.24201
1.1514 0.0612245 12.243 22.9202 32.7603 0.262572 0.263957 4.85595 1.30895 2.38518
1.1514 0.0816327 11.2775 21.1126 34.8422 0.260932 0.262312 4.63049 1.2864 2.52146
1.1514 0.102041 10.4257 19.5179 36.9562 0.259398 0.260773 4.41174 1.26416 2.67453
1.1514 0.122449 9.66834 18.1001 39.1067 0.257934 0.259303 4.24062 1.2461 2.80688
1.1514 0.142857 8.99085 16.8318 41.2966 0.256565 0.25793 4.06265 1.22732 2.9557
1.1514 0.163265 8.38119 15.6904 43.5297 0.255272 0.256632 3.90872 1.21077 3.1012
1.1514 0.183673 7.82962 14.6578 45.8099 0.254046 0.255402 3.77466 1.19582 3.23643
1.1514 0.204082 7.32826 13.7193 48.1409 0.252897 0.254249 3.6443 1.1811 3.38316
1.1514 0.22449 6.8706 12.8625 50.5265 0.251813 0.253161 3.52738 1.16808 3.51641
1.1514 0.244898 6.45104 12.077 52.9715 0.250795 0.25214 3.41974 1.15564 3.65243
1.1514 0.265306 6.06513 11.3546 55.4798 0.249834 0.251175 3.31614 1.14358 3.7941
1.1514 0.285714 5.70895 10.6877 58.0561 0.248931 0.250269 3.22508 1.13277 3.92213
1.1514 0.306122 5.37925 10.0705 60.7049 0.248089 0.249424 3.13962 1.12245 4.05285
1.1514 0.326531 5.07296 9.4971 63.4335 0.247295 0.248628 3.05804 1.11266 4.185
1.1514 0.346939 4.78791 8.96347 66.2453 0.246557 0.247886 2.98576 1.10358 4.30997
1.1514 0.367347 4.52189 8.46544 69.1473 0.245873 0.247201 2.90688 1.09427 4.44514
