Tend f Neff Omeganurel 1/Omeganunr YPCMB YPBBN DoHx1e5 He3oHx1e5 Li7oHx1e10
48.3293 0.315789 3.04442 5.69946 93.033 0.245518 0.246844 2.53211 1.04638 5.31864
48.3293 0.368421 3.04441 5.69945 93.0331 0.24552 0.246846 2.52761 1.04599 5.32567
48.3293 0.421053 3.04441 5.69945 93.0331 0.245521 0.246846 2.52925 1.04604 5.32559
48.3293 0.473684 3.04442 5.69946 93.0329 0.245518 0.246844 2.52869 1.04599 5.32732
48.3293 0.526316 3.04441 5.69945 93.0331 0.245516 0.246841 2.52955 1.04629 5.31907
48.3293 0.578947 3.04442 5.69946 93.0329 0.24552 0.246846 2.53146 1.04636 5.31998
48.3293 0.631579 3.04442 5.69946 93.0329 0.245519 0.246844 2.52909 1.04596 5.32681
48.3293 0.684211 3.04441 5.69945 93.0331 0.245522 0.246847 2.52601 1.04575 5.3315
48.3293 0.736842 3.04442 5.69946 93.033 0.245515 0.246841 2.52798 1.04583 5.32947
48.3293 0.789474 3.04442 5.69946 93.033 0.245515 0.24684 2.52896 1.04608 5.32345
48.3293 0.842105 3.04442 5.69946 93.0329 0.245514 0.246839 2.52843 1.04626 5.32192
48.3293 0.894737 3.04441 5.69945 93.0331 0.245515 0.246841 2.52664 1.04593 5.32766
